Time - Filtered	Amplitude - Filtered
02:34,7	3,96537
02:34,7	3,96723
02:34,7	3,97205
02:34,7	3,96438
02:34,8	3,96461
02:34,8	3,96647
02:34,8	3,96572
02:34,8	3,97019
02:34,8	3,9717
02:34,8	3,96798
02:34,8	3,97182
02:34,8	3,97037
02:34,8	3,96926
02:34,8	3,97002
02:34,9	3,9713
02:34,9	3,96932
02:34,9	3,96851
02:34,9	3,96897
02:34,9	3,96961
02:34,9	3,96775
02:34,9	3,96804
02:34,9	3,96903
02:34,9	3,96944
02:34,9	3,96618
02:35,0	3,97252
02:35,0	3,97287
02:35,0	3,97002
02:35,0	3,96978
02:35,0	3,97054
02:35,0	3,9713
02:35,0	3,97699
02:35,0	3,97426
02:35,0	3,97426
02:35,0	3,97397
02:35,1	3,97409
02:35,1	3,97368
02:35,1	3,97368
02:35,1	3,9749
02:35,1	3,97566
02:35,1	3,97525
02:35,1	3,97525
02:35,1	3,97507
02:35,1	3,97409
02:35,1	3,97368
02:35,2	3,97356
02:35,2	3,97269
02:35,2	3,97211
02:35,2	3,97153
02:35,2	3,97101
02:35,2	3,97089
02:35,2	3,97037
02:35,2	3,96577
02:35,2	3,96519
02:35,2	3,96403
02:35,3	3,96281
02:35,3	3,96107
02:35,3	3,96194
02:35,3	3,95932
02:35,3	3,95781
02:35,3	3,95607
02:35,3	3,95473
02:35,3	3,95223
02:35,3	3,95002
02:35,3	3,94775
02:35,4	3,94555
02:35,4	3,94258
02:35,4	3,94037
02:35,4	3,93898
02:35,4	3,93712
02:35,4	3,93549
02:35,4	3,93334
02:35,4	3,93049
02:35,4	3,93095
02:35,4	3,93107
02:35,5	3,92764
02:35,5	3,92665
02:35,5	3,92828
02:35,5	3,92456
02:35,5	3,92468
02:35,5	3,9241
02:35,5	3,92299
02:35,5	3,91729
02:35,5	3,91596
02:35,5	3,91038
02:35,6	3,90968
02:35,6	3,90881
02:35,6	3,90869
02:35,6	3,91038
02:35,6	3,90892
02:35,6	3,9048
02:35,6	3,90392
02:35,6	3,90259
02:35,6	3,90172
02:35,6	3,90259
02:35,7	3,89602
02:35,7	3,89858
02:35,7	3,89707
02:35,7	3,89305
02:35,7	3,89207
02:35,7	3,89352
02:35,7	3,89276
02:35,7	3,89352
02:35,7	3,89724
02:35,7	3,89893
02:35,8	3,89846
02:35,8	3,89794
02:35,8	3,89968
02:35,8	3,89904
02:35,8	3,89683
02:35,8	3,89643
02:35,8	3,89927
02:35,8	3,8984
02:35,8	3,89776
02:35,8	3,89788
02:35,9	3,89712
02:35,9	3,90061
02:35,9	3,89875
02:35,9	3,89875
02:35,9	3,89939
02:35,9	3,90253
02:35,9	3,89997
02:35,9	3,89986
02:35,9	3,89811
02:35,9	3,89858
02:36,0	3,89439
02:36,0	3,89997
02:36,0	3,90084
02:36,0	3,89887
02:36,0	3,90015
02:36,0	3,90038
02:36,0	3,9041
02:36,0	3,90329
02:36,0	3,90305
02:36,0	3,90392
02:36,1	3,9052
02:36,1	3,90648
02:36,1	3,90759
02:36,1	3,9091
02:36,1	3,91107
02:36,1	3,91206
02:36,1	3,91055
02:36,1	3,91166
02:36,1	3,91276
02:36,1	3,91421
02:36,2	3,91532
02:36,2	3,91979
02:36,2	3,91666
02:36,2	3,91852
02:36,2	3,92096
02:36,2	3,92229
02:36,2	3,92392
02:36,2	3,92404
02:36,2	3,92671
02:36,2	3,92968
02:36,3	3,93177
02:36,3	3,93409
02:36,3	3,93595
02:36,3	3,93816
02:36,3	3,94066
02:36,3	3,94241
02:36,3	3,9413
02:36,3	3,94392
02:36,3	3,94566
02:36,3	3,94816
02:36,4	3,94979
02:36,4	3,95217
02:36,4	3,95438
02:36,4	3,96072
02:36,4	3,96322
02:36,4	3,96508
02:36,4	3,9699
02:36,4	3,9724
02:36,4	3,97316
02:36,4	3,97903
02:36,5	3,98153
02:36,5	3,98339
02:36,5	3,986
02:36,5	3,98821
02:36,5	3,98996
02:36,5	3,9935
02:36,5	3,99513
02:36,5	4,00257
02:36,5	4,00565
02:36,5	4,00838
02:36,6	4,0096
02:36,6	4,00652
02:36,6	4,00815
02:36,6	4,01199
02:36,6	4,01385
02:36,6	4,01466
02:36,6	4,01594
02:36,6	4,01443
02:36,6	4,01786
02:36,6	4,01919
02:36,7	4,0178
02:36,7	4,02088
02:36,7	4,02164
02:36,7	4,021
02:36,7	4,0235
02:36,7	4,02414
02:36,7	4,02227
02:36,7	4,02303
02:36,7	4,02105
02:36,7	4,01983
02:36,8	4,01995
02:36,8	4,02071
02:36,8	4,02134
02:36,8	4,02134
02:36,8	4,02146
02:36,8	4,02082
02:36,8	4,02071
02:36,8	4,0203
02:36,8	4,0203
02:36,8	4,01263
02:36,9	4,01292
02:36,9	4,01193
02:36,9	4,00565
02:36,9	4,00553
02:36,9	4,00519
02:36,9	4,00245
02:36,9	4,00158
02:36,9	4,001
02:36,9	4,00001
02:36,9	3,99972
02:37,0	3,99897
02:37,0	3,99798
02:37,0	3,99711
02:37,0	4,00077
02:37,0	3,99978
02:37,0	3,99658
02:37,0	3,99612
02:37,0	3,99542
02:37,0	3,99507
02:37,0	3,99472
02:37,1	3,99809
02:37,1	3,99711
02:37,1	3,99647
02:37,1	3,99815
02:37,1	3,99681
02:37,1	3,99583
02:37,1	3,99507
02:37,1	3,99368
02:37,1	3,99269
02:37,1	3,9928
02:37,2	3,99147
02:37,2	3,99083
02:37,2	3,99292
02:37,2	3,99152
02:37,2	3,98966
02:37,2	3,98839
02:37,2	3,98676
02:37,2	3,97943
02:37,2	3,9774
02:37,2	3,97618
02:37,3	3,97455
02:37,3	3,97414
02:37,3	3,97252
02:37,3	3,97019
02:37,3	3,96897
02:37,3	3,96781
02:37,3	3,96595
02:37,3	3,96606
02:37,3	3,96473
02:37,3	3,96362
02:37,4	3,96153
02:37,4	3,95729
02:37,4	3,95531
02:37,4	3,95008
02:37,4	3,94851
02:37,4	3,94752
02:37,4	3,94578
02:37,4	3,94392
02:37,4	3,94764
02:37,4	3,94665
02:37,5	3,94502
02:37,5	3,94345
02:37,5	3,94159
02:37,5	3,93636
02:37,5	3,93561
02:37,5	3,93473
02:37,5	3,93526
02:37,5	3,9345
02:37,5	3,93142
02:37,5	3,92805
02:37,6	3,92665
02:37,6	3,92526
02:37,6	3,927
02:37,6	3,92625
02:37,6	3,92886
02:37,6	3,9302
02:37,6	3,93008
02:37,6	3,92962
02:37,6	3,92962
02:37,6	3,93194
02:37,7	3,92677
02:37,7	3,92613
02:37,7	3,92601
02:37,7	3,92601
02:37,7	3,93002
02:37,7	3,92991
02:37,7	3,93055
02:37,7	3,92904
02:37,7	3,92991
02:37,7	3,93101
02:37,8	3,93473
02:37,8	3,93497
02:37,8	3,93561
02:37,8	3,93624
02:37,8	3,93665
02:37,8	3,93444
02:37,8	3,93642
02:37,8	3,93927
02:37,8	3,94026
02:37,8	3,94136
02:37,9	3,94002
02:37,9	3,94648
02:37,9	3,9477
02:37,9	3,95136
02:37,9	3,95299
02:37,9	3,95386
02:37,9	3,95572
02:37,9	3,95694
02:37,9	3,9588
02:37,9	3,9599
02:38,0	3,96077
02:38,0	3,9613
02:38,0	3,96246
02:38,0	3,9642
02:38,0	3,96572
02:38,0	3,96769
02:38,0	3,97275
02:38,0	3,97153
02:38,0	3,97141
02:38,0	3,97339
02:38,1	3,97478
02:38,1	3,9763
02:38,1	3,97728
02:38,1	3,97978
02:38,1	3,97897
02:38,1	3,98071
02:38,1	3,98339
02:38,1	3,98536
02:38,1	3,98577
02:38,1	3,98594
02:38,2	3,98594
02:38,2	3,98583
02:38,2	3,98618
02:38,2	3,98653
02:38,2	3,98676
02:38,2	3,98699
02:38,2	3,98746
02:38,2	3,98472
02:38,2	3,98531
02:38,2	3,98618
02:38,3	3,98653
02:38,3	3,98664
02:38,3	3,98711
02:38,3	3,98722
02:38,3	3,98722
02:38,3	3,98769
02:38,3	3,98914
02:38,3	3,98955
02:38,3	3,99019
02:38,3	3,99263
02:38,4	3,99804
02:38,4	4,00077
02:38,4	4,00286
02:38,4	4,00548
02:38,4	4,00821
02:38,4	4,01042
02:38,4	4,01559
02:38,4	4,01733
02:38,4	4,0196
02:38,4	4,01576
02:38,5	4,01664
02:38,5	4,02076
02:38,5	4,02384
02:38,5	4,02791
02:38,5	4,03111
02:38,5	4,03065
02:38,5	4,03251
02:38,5	4,03535
02:38,5	4,03657
02:38,5	4,0378
02:38,6	4,03878
02:38,6	4,03692
02:38,6	4,03791
02:38,6	4,03989
02:38,6	4,04134
02:38,6	4,04279
02:38,6	4,04367
02:38,6	4,04146
02:38,6	4,04256
02:38,6	4,04465
02:38,7	4,05053
02:38,7	4,05186
02:38,7	4,05058
02:38,7	4,05058
02:38,7	4,04971
02:38,7	4,0496
02:38,7	4,05215
02:38,7	4,0525
02:38,7	4,05018
02:38,7	4,05018
02:38,8	4,05268
02:38,8	4,04861
02:38,8	4,04872
02:38,8	4,04837
02:38,8	4,04826
02:38,8	4,04803
02:38,8	4,04779
02:38,8	4,04803
02:38,8	4,04837
02:38,8	4,04803
02:38,9	4,04663
02:38,9	4,04686
02:38,9	4,04901
02:38,9	4,04855
02:38,9	4,04855
02:38,9	4,04832
02:38,9	4,04785
02:38,9	4,04774
02:38,9	4,04989
02:38,9	4,04977
02:39,0	4,05128
02:39,0	4,04843
02:39,0	4,05215
02:39,0	4,05169
02:39,0	4,05256
02:39,0	4,05157
02:39,0	4,05058
02:39,0	4,04983
02:39,0	4,04849
02:39,0	4,0475
02:39,1	4,04675
02:39,1	4,04529
02:39,1	4,04465
02:39,1	4,04169
02:39,1	4,04093
02:39,1	4,03995
02:39,1	4,0382
02:39,1	4,03942
02:39,1	4,03721
02:39,1	4,03309
02:39,2	4,03158
02:39,2	4,02774
02:39,2	4,02576
02:39,2	4,02414
02:39,2	4,02227
02:39,2	4,01879
02:39,2	4,01728
02:39,2	4,01582
02:39,2	4,01373
02:39,2	4,0121
02:39,3	4,01036
02:39,3	4,0085
02:39,3	4,00652
02:39,3	4,00542
02:39,3	4,00292
02:39,3	4,00059
02:39,3	3,99838
02:39,3	3,99681
02:39,3	3,99234
02:39,3	3,99333
02:39,4	3,99164
02:39,4	3,99007
02:39,4	3,98879
02:39,4	3,9878
02:39,4	3,98734
02:39,4	3,98583
02:39,4	3,98484
02:39,4	3,98374
02:39,4	3,97972
02:39,4	3,97874
02:39,5	3,97775
02:39,5	3,9763
02:39,5	3,97199
02:39,5	3,97112
02:39,5	3,96915
02:39,5	3,96792
02:39,5	3,96223
02:39,5	3,96124
02:39,5	3,9606
02:39,5	3,9606
02:39,6	3,95217
02:39,6	3,95142
02:39,6	3,95037
02:39,6	3,9463
02:39,6	3,94543
02:39,6	3,94368
02:39,6	3,94334
02:39,6	3,94334
02:39,6	3,94432
02:39,6	3,94706
02:39,7	3,94729
02:39,7	3,94729
02:39,7	3,94357
02:39,7	3,94653
02:39,7	3,94717
02:39,7	3,94752
02:39,7	3,94822
02:39,7	3,95362
02:39,7	3,95438
02:39,7	3,95798
02:39,8	3,95828
02:39,8	3,96025
02:39,8	3,95688
02:39,8	3,95816
02:39,8	3,96275
02:39,8	3,96397
02:39,8	3,96769
02:39,8	3,96746
02:39,8	3,96473
02:39,8	3,96449
02:39,9	3,96043
02:39,9	3,96141
02:39,9	3,96252
02:39,9	3,96734
02:39,9	3,96572
02:39,9	3,96618
02:39,9	3,96705
02:39,9	3,96804
02:39,9	3,96903
02:39,9	3,97037
02:40,0	3,96885
02:40,0	3,97031
02:40,0	3,97612
02:40,0	3,98182
02:40,0	3,98339
02:40,0	3,98513
02:40,0	3,98687
02:40,0	3,98635
02:40,0	3,98955
02:40,0	3,99536
02:40,1	3,99774
02:40,1	4,0042
02:40,1	4,00623
02:40,1	4,00873
02:40,1	4,006
02:40,1	4,01059
02:40,1	4,01454
02:40,1	4,01925
02:40,1	4,02198
02:40,1	4,02501
02:40,2	4,02762
02:40,2	4,02989
02:40,2	4,03239
02:40,2	4,03489
02:40,2	4,03739
02:40,2	4,03989
02:40,2	4,0421
02:40,2	4,04442
02:40,2	4,04651
02:40,2	4,04826
02:40,3	4,05262
02:40,3	4,0543
02:40,3	4,05686
02:40,3	4,05797
02:40,3	4,05948
02:40,3	4,06639
02:40,3	4,06872
02:40,3	4,0707
02:40,3	4,06971
02:40,3	4,07081
02:40,4	4,07203
02:40,4	4,07314
02:40,4	4,07424
02:40,4	4,07197
02:40,4	4,06849
02:40,4	4,06948
02:40,4	4,0675
02:40,4	4,06825
02:40,4	4,06901
02:40,4	4,06965
02:40,5	4,07087
02:40,5	4,06913
02:40,5	4,06593
02:40,5	4,06645
02:40,5	4,06767
02:40,5	4,07052
02:40,5	4,07378
02:40,5	4,07692
02:40,5	4,07558
02:40,5	4,07657
02:40,6	4,07686
02:40,6	4,08005
02:40,6	4,07953
02:40,6	4,07924
02:40,6	4,08273
02:40,6	4,08994
02:40,6	4,0897
02:40,6	4,09255
02:40,6	4,09058
02:40,6	4,09046
02:40,7	4,09069
02:40,7	4,08994
02:40,7	4,09203
02:40,7	4,09552
02:40,7	4,09488
02:40,7	4,09435
02:40,7	4,09151
02:40,7	4,08285
02:40,7	4,08098
02:40,7	4,07988
02:40,8	4,07854
02:40,8	4,08029
02:40,8	4,0757
02:40,8	4,07215
02:40,8	4,07168
02:40,8	4,06831
02:40,8	4,06419
02:40,8	4,0632
02:40,8	4,06186
02:40,8	4,06233
02:40,9	4,05994
02:40,9	4,05808
02:40,9	4,05709
02:40,9	4,05303
02:40,9	4,0514
02:40,9	4,04983
02:40,9	4,04849
02:40,9	4,04564
02:40,9	4,04994
02:40,9	4,04733
02:41,0	4,0457
02:41,0	4,04134
02:41,0	4,03762
02:41,0	4,03704
02:41,0	4,03902
02:41,0	4,0378
02:41,0	4,04128
02:41,0	4,03995
02:41,0	4,03855
02:41,0	4,0378
02:41,1	4,03669
02:41,1	4,03634
02:41,1	4,03512
02:41,1	4,03314
02:41,1	4,03192
02:41,1	4,03082
02:41,1	4,02954
02:41,1	4,02791
02:41,1	4,02791
02:41,1	4,02547
02:41,2	4,02361
02:41,2	4,02262
02:41,2	4,02448
02:41,2	4,02286
02:41,2	4,02088
02:41,2	4,02111
02:41,2	4,01914
02:41,2	4,0153
02:41,2	4,01728
02:41,2	4,01617
02:41,3	4,01693
02:41,3	4,01582
02:41,3	4,0142
02:41,3	4,01297
02:41,3	4,01239
02:41,3	4,01152
02:41,3	4,01065
02:41,3	4,00995
02:41,3	4,00949
02:41,3	4,00821
02:41,4	4,00821
02:41,4	4,0035
02:41,4	4,00362
02:41,4	4,00315
02:41,4	4,00303
02:41,4	4,00315
02:41,4	4,00117
02:41,4	4,00141
02:41,4	4,00117
02:41,4	3,99809
02:41,5	3,99821
02:41,5	3,99385
02:41,5	3,99373
02:41,5	3,99263
02:41,5	3,99275
02:41,5	3,99309
02:41,5	3,99565
02:41,5	3,99873
02:41,5	3,9992
02:41,5	3,99908
02:41,6	3,99995
02:41,6	4,00042
02:41,6	4,00548
02:41,6	4,00164
02:41,6	4,00274
02:41,6	4,00332
02:41,6	4,00693
02:41,6	4,0078
02:41,6	4,00856
02:41,6	4,00931
02:41,7	4,01053
02:41,7	4,01425
02:41,7	4,01687
02:41,7	4,01762
02:41,7	4,02047
02:41,7	4,02193
02:41,7	4,02332
02:41,7	4,02251
02:41,7	4,02117
02:41,7	4,02303
02:41,8	4,02809
02:41,8	4,0296
02:41,8	4,026
02:41,8	4,02762
02:41,8	4,03297
02:41,8	4,03471
02:41,8	4,0371
02:41,8	4,03611
02:41,8	4,03809
02:41,8	4,04006
02:41,9	4,04291
02:41,9	4,04413
02:41,9	4,04349
02:41,9	4,04605
02:41,9	4,04861
02:41,9	4,05111
02:41,9	4,05634
02:41,9	4,05878
02:41,9	4,06099
02:41,9	4,06372
02:42,0	4,06581
02:42,0	4,06517
02:42,0	4,06762
02:42,0	4,07517
02:42,0	4,07744
02:42,0	4,0804
02:42,0	4,0825
02:42,0	4,08436
02:42,0	4,08691
02:42,0	4,08912
02:42,1	4,09133
02:42,1	4,09279
02:42,1	4,09592
02:42,1	4,09778
02:42,1	4,09953
02:42,1	4,10168
02:42,1	4,10563
02:42,1	4,10441
02:42,1	4,10604
02:42,1	4,10395
02:42,2	4,10517
02:42,2	4,10656
02:42,2	4,10796
02:42,2	4,10947
02:42,2	4,10575
02:42,2	4,1072
02:42,2	4,10778
02:42,2	4,10912
02:42,2	4,11022
02:42,2	4,11098
02:42,3	4,11174
02:42,3	4,11185
02:42,3	4,10801
02:42,3	4,10848
02:42,3	4,10912
02:42,3	4,11011
02:42,3	4,10627
02:42,3	4,10441
02:42,3	4,10511
02:42,3	4,10522
02:42,4	4,10941
02:42,4	4,10976
02:42,4	4,10947
02:42,4	4,1097
02:42,4	4,1097
02:42,4	4,1133
02:42,4	4,10912
02:42,4	4,10505
02:42,4	4,10703
02:42,4	4,10679
02:42,5	4,10645
02:42,5	4,10621
02:42,5	4,10685
02:42,5	4,11377
02:42,5	4,11319
02:42,5	4,11441
02:42,5	4,10871
02:42,5	4,11551
02:42,5	4,11528
02:42,5	4,11441
02:42,6	4,11365
02:42,6	4,11319
02:42,6	4,11243
02:42,6	4,11197
02:42,6	4,1136
02:42,6	4,11249
02:42,6	4,1136
02:42,6	4,11929
02:42,6	4,12226
02:42,6	4,11929
02:42,7	4,1183
02:42,7	4,11778
02:42,7	4,11691
02:42,7	4,11551
02:42,7	4,11185
02:42,7	4,11034
02:42,7	4,10999
02:42,7	4,11412
02:42,7	4,11272
02:42,7	4,11098
02:42,8	4,10964
02:42,8	4,10877
02:42,8	4,10749
02:42,8	4,10668
02:42,8	4,10581
02:42,8	4,10145
02:42,8	4,09947
02:42,8	4,09761
02:42,8	4,09337
02:42,8	4,0918
02:42,9	4,08982
02:42,9	4,08819
02:42,9	4,08587
02:42,9	4,08401
02:42,9	4,08215
02:42,9	4,0804
02:42,9	4,0793
02:42,9	4,07721
02:42,9	4,07535
02:42,9	4,07104
02:43,0	4,06994
02:43,0	4,06808
02:43,0	4,06599
02:43,0	4,06424
02:43,0	4,06163
02:43,0	4,05942
02:43,0	4,05866
02:43,0	4,05791
02:43,0	4,05634
02:43,0	4,05489
02:43,1	4,05436
02:43,1	4,05314
02:43,1	4,05303
02:43,1	4,05361
02:43,1	4,05297
02:43,1	4,0525
02:43,1	4,0514
02:43,1	4,05041
02:43,1	4,04744
02:43,1	4,04942
02:43,2	4,04832
02:43,2	4,04733
02:43,2	4,04744
02:43,2	4,04733
02:43,2	4,04622
02:43,2	4,04884
02:43,2	4,04907
02:43,2	4,04884
02:43,2	4,05134
02:43,2	4,05146
02:43,3	4,0518
02:43,3	4,0518
02:43,3	4,05215
02:43,3	4,04692
02:43,3	4,04582
02:43,3	4,04558
02:43,3	4,04605
02:43,3	4,04704
02:43,3	4,04965
02:43,3	4,05047
02:43,4	4,04849
02:43,4	4,04919
02:43,4	4,05006
02:43,4	4,04971
02:43,4	4,05035
02:43,4	4,05175
02:43,4	4,05
02:43,4	4,05076
02:43,4	4,05128
02:43,4	4,04989
02:43,5	4,05087
02:43,5	4,05175
02:43,5	4,04942
02:43,5	4,05029
02:43,5	4,05018
02:43,5	4,05413
02:43,5	4,05535
02:43,5	4,05651
02:43,5	4,05762
02:43,5	4,05686
02:43,6	4,05826
02:43,6	4,05948
02:43,6	4,06087
02:43,6	4,06198
02:43,6	4,06459
02:43,6	4,06657
02:43,6	4,06802
02:43,6	4,07186
02:43,6	4,07645
02:43,6	4,07843
02:43,7	4,0825
02:43,7	4,08482
02:43,7	4,08732
02:43,7	4,09261
02:43,7	4,09424
02:43,7	4,10156
02:43,7	4,10121
02:43,7	4,10371
02:43,7	4,10592
02:43,7	4,10825
02:43,8	4,11046
02:43,8	4,11267
02:43,8	4,11505
02:43,8	4,11749
02:43,8	4,12034
02:43,8	4,12243
02:43,8	4,124
02:43,8	4,12638
02:43,8	4,12662
02:43,8	4,12609
02:43,9	4,12795
02:43,9	4,12795
02:43,9	4,12981
02:43,9	4,13167
02:43,9	4,13394
02:43,9	4,13627
02:43,9	4,13847
02:43,9	4,14022
02:43,9	4,14185
02:43,9	4,14336
02:44,0	4,14487
02:44,0	4,14638
02:44,0	4,14766
02:44,0	4,14888
02:44,0	4,15027
02:44,0	4,15115
02:44,0	4,15202
02:44,0	4,15365
02:44,0	4,15423
02:44,0	4,15522
02:44,1	4,1562
02:44,1	4,15678
02:44,1	4,15719
02:44,1	4,15748
02:44,1	4,15771
02:44,1	4,15818
02:44,1	4,15992
02:44,1	4,16056
02:44,1	4,16056
02:44,1	4,1608
02:44,2	4,15905
02:44,2	4,15928
02:44,2	4,15492
02:44,2	4,15527
02:44,2	4,15626
02:44,2	4,15585
02:44,2	4,15644
02:44,2	4,15702
02:44,2	4,15667
02:44,2	4,15312
02:44,3	4,15498
02:44,3	4,15487
02:44,3	4,15516
02:44,3	4,15562
02:44,3	4,15818
02:44,3	4,15719
02:44,3	4,15719
02:44,3	4,15545
02:44,3	4,15469
02:44,3	4,15713
02:44,4	4,15661
02:44,4	4,15795
02:44,4	4,16004
02:44,4	4,1644
02:44,4	4,1633
02:44,4	4,16167
02:44,4	4,16393
02:44,4	4,16237
02:44,4	4,16138
02:44,4	4,16039
02:44,5	4,16324
02:44,5	4,16051
02:44,5	4,16184
02:44,5	4,16033
02:44,5	4,15876
02:44,5	4,15568
02:44,5	4,15591
02:44,5	4,15458
02:44,5	4,1537
02:44,5	4,15237
02:44,6	4,14807
02:44,6	4,14684
02:44,6	4,14551
02:44,6	4,14353
02:44,6	4,14115
02:44,6	4,13975
02:44,6	4,13853
02:44,6	4,13516
02:44,6	4,13417
02:44,6	4,13208
02:44,7	4,13034
02:44,7	4,12882
02:44,7	4,12673
02:44,7	4,12191
02:44,7	4,1208
02:44,7	4,11918
02:44,7	4,11673
02:44,7	4,11487
02:44,7	4,11336
02:44,7	4,11104
02:44,8	4,10941
02:44,8	4,1079
02:44,8	4,10592
02:44,8	4,10429
02:44,8	4,10046
02:44,8	4,09912
02:44,8	4,09825
02:44,8	4,09703
02:44,8	4,09459
02:44,8	4,09284
02:44,9	4,09151
02:44,9	4,0904
02:44,9	4,08877
02:44,9	4,08738
02:44,9	4,08651
02:44,9	4,0854
02:44,9	4,0843
02:44,9	4,08378
02:44,9	4,08255
02:44,9	4,08104
02:45,0	4,08017
02:45,0	4,08226
02:45,0	4,08104
02:45,0	4,08116
02:45,0	4,07994
02:45,0	4,08255
02:45,0	4,08244
02:45,0	4,08197
02:45,0	4,07587
02:45,0	4,07587
02:45,1	4,07587
02:45,1	4,0757
02:45,1	4,0757
02:45,1	4,07622
02:45,1	4,07709
02:45,1	4,08046
02:45,1	4,08133
02:45,1	4,08133
02:45,1	4,08098
02:45,1	4,08087
02:45,2	4,08151
02:45,2	4,08261
02:45,2	4,08104
02:45,2	4,08279
02:45,2	4,07942
02:45,2	4,08087
02:45,2	4,07901
02:45,2	4,07947
02:45,2	4,08267
02:45,2	4,08889
02:45,3	4,08976
02:45,3	4,09052
02:45,3	4,09191
02:45,3	4,09337
02:45,3	4,09598
02:45,3	4,09191
02:45,3	4,09029
02:45,3	4,09075
02:45,3	4,08976
02:45,3	4,09075
02:45,4	4,0922
02:45,4	4,08837
02:45,4	4,09034
02:45,4	4,09168
02:45,4	4,09279
02:45,4	4,09825
02:45,4	4,09999
02:45,4	4,10075
02:45,4	4,10261
02:45,4	4,10116
02:45,5	4,10052
02:45,5	4,10261
02:45,5	4,10517
02:45,5	4,10714
02:45,5	4,109
02:45,5	4,10999
02:45,5	4,11493
02:45,5	4,11668
02:45,5	4,11877
02:45,5	4,12261
02:45,6	4,12481
02:45,6	4,12522
02:45,6	4,13342
02:45,6	4,13551
02:45,6	4,1376
02:45,6	4,13958
02:45,6	4,14196
02:45,6	4,14435
02:45,6	4,14679
02:45,6	4,149
02:45,7	4,15208
02:45,7	4,15667
02:45,7	4,15888
02:45,7	4,16039
02:45,7	4,1651
02:45,7	4,16684
02:45,7	4,16771
02:45,7	4,17132
02:45,7	4,17318
02:45,7	4,17754
02:45,8	4,17963
02:45,8	4,18201
02:45,8	4,18556
02:45,8	4,18631
02:45,8	4,18707
02:45,8	4,18846
02:45,8	4,18969
02:45,8	4,19079
02:45,8	4,19178
02:45,8	4,19317
02:45,9	4,19405
02:45,9	4,19492
02:45,9	4,19591
02:45,9	4,19666
02:45,9	4,19777
02:45,9	4,19579
02:45,9	4,19666
02:45,9	4,19777
02:45,9	4,1984
02:45,9	4,19928
02:46,0	4,19718
02:46,0	4,20079
02:46,0	4,2009
02:46,0	4,2012
02:46,0	4,20131
02:46,0	4,20172
02:46,0	4,20149
02:46,0	4,20213
02:46,0	4,20201
02:46,0	4,20201
02:46,1	4,20213
02:46,1	4,20253
02:46,1	4,20178
02:46,1	4,20114
02:46,1	4,2009
02:46,1	4,19992
02:46,1	4,19957
02:46,1	4,19846
02:46,1	4,19736
02:46,1	4,19672
02:46,2	4,19637
02:46,2	4,19614
02:46,2	4,19317
02:46,2	4,19242
02:46,2	4,19242
02:46,2	4,18916
02:46,2	4,18347
02:46,2	4,18405
02:46,2	4,18527
02:46,2	4,1844
02:46,3	4,18637
02:46,3	4,1855
02:46,3	4,18474
02:46,3	4,18364
02:46,3	4,18277
02:46,3	4,18091
02:46,3	4,1798
02:46,3	4,17818
02:46,3	4,1769
02:46,3	4,17876
02:46,4	4,17812
02:46,4	4,17934
02:46,4	4,17771
02:46,4	4,17556
02:46,4	4,17405
02:46,4	4,17167
02:46,4	4,17242
02:46,4	4,1755
02:46,4	4,17242
02:46,4	4,168
02:46,5	4,16678
02:46,5	4,16231
02:46,5	4,16056
02:46,5	4,16109
02:46,5	4,15946
02:46,5	4,15777
02:46,5	4,15615
02:46,5	4,15463
02:46,5	4,15301
02:46,5	4,15144
02:46,6	4,1476
02:46,6	4,14539
02:46,6	4,14103
02:46,6	4,13929
02:46,6	4,13795
02:46,6	4,1365
02:46,6	4,13487
02:46,6	4,13377
02:46,6	4,13225
02:46,6	4,13063
02:46,7	4,12964
02:46,7	4,12801
02:46,7	4,12679
02:46,7	4,12516
02:46,7	4,12127
02:46,7	4,12051
02:46,7	4,119
02:46,7	4,11825
02:46,7	4,11691
02:46,7	4,11604
02:46,8	4,11551
02:46,8	4,11464
02:46,8	4,11389
02:46,8	4,11313
02:46,8	4,11214
02:46,8	4,11127
02:46,8	4,11075
02:46,8	4,1104
02:46,8	4,10976
02:46,8	4,1047
02:46,9	4,10482
02:46,9	4,10453
02:46,9	4,10354
02:46,9	4,10313
02:46,9	4,10354
02:46,9	4,10371
02:46,9	4,10371
02:46,9	4,10435
02:46,9	4,10488
02:46,9	4,10546
02:47,0	4,1061
02:47,0	4,10836
02:47,0	4,10836
02:47,0	4,10877
02:47,0	4,11191
02:47,0	4,11255
02:47,0	4,11319
02:47,0	4,11406
02:47,0	4,11528
02:47,0	4,11627
02:47,1	4,12231
02:47,1	4,1233
02:47,1	4,12371
02:47,1	4,12185
02:47,1	4,12261
02:47,1	4,12324
02:47,1	4,12423
02:47,1	4,12563
02:47,1	4,12685
02:47,1	4,12819
02:47,2	4,12981
02:47,2	4,13115
02:47,2	4,13028
02:47,2	4,13162
02:47,2	4,1326
02:47,2	4,13098
02:47,2	4,13528
02:47,2	4,13452
02:47,2	4,13627
02:47,2	4,13789
02:47,3	4,14016
02:47,3	4,14156
02:47,3	4,14371
02:47,3	4,14591
02:47,3	4,15039
02:47,3	4,15161
02:47,3	4,15626
02:47,3	4,16132
02:47,3	4,16364
02:47,3	4,16748
02:47,4	4,17196
02:47,4	4,17405
02:47,4	4,17579
02:47,4	4,18073
02:47,4	4,18259
02:47,4	4,18492
02:47,4	4,18713
02:47,4	4,18655
