Time - Filtered	Amplitude - Filtered
27:44,3	4,67128
27:44,3	4,67064
27:44,3	4,68064
27:44,4	4,68413
27:44,4	4,67663
27:44,4	4,68703
27:44,4	4,68866
27:44,4	4,6782
27:44,4	4,67727
27:44,4	4,68116
27:44,4	4,67553
27:44,4	4,67791
27:44,4	4,68233
27:44,4	4,68366
27:44,4	4,68029
27:44,4	4,69076
27:44,4	4,68692
27:44,4	4,68314
27:44,5	4,68715
27:44,5	4,6886
27:44,5	4,68535
27:44,5	4,68791
27:44,5	4,68268
27:44,5	4,67599
27:44,5	4,6825
27:44,5	4,68552
27:44,5	4,67215
27:44,5	4,67326
27:44,5	4,68291
27:44,5	4,67523
27:44,5	4,67181
27:44,5	4,68442
27:44,6	4,68634
27:44,6	4,68407
27:44,6	4,69291
27:44,6	4,69378
27:44,6	4,68663
27:44,6	4,68494
27:44,6	4,68767
27:44,6	4,67994
27:44,6	4,68669
27:44,6	4,69802
27:44,6	4,68953
27:44,6	4,6918
27:44,6	4,69849
27:44,6	4,68227
27:44,6	4,67715
27:44,7	4,69302
27:44,7	4,69163
27:44,7	4,68622
27:44,7	4,69814
27:44,7	4,69215
27:44,7	4,68616
27:44,7	4,69203
27:44,7	4,69372
27:44,7	4,68953
27:44,7	4,68767
27:44,7	4,69814
27:44,7	4,69134
27:44,7	4,69232
27:44,7	4,69517
27:44,8	4,6968
27:44,8	4,69105
27:44,8	4,69314
27:44,8	4,69273
27:44,8	4,68204
27:44,8	4,68884
27:44,8	4,6861
27:44,8	4,68076
27:44,8	4,68151
27:44,8	4,69139
27:44,8	4,67855
27:44,8	4,68175
27:44,8	4,6893
27:44,8	4,68837
27:44,8	4,68622
27:44,9	4,69244
27:44,9	4,6986
27:44,9	4,69302
27:44,9	4,69901
27:44,9	4,69808
27:44,9	4,68936
27:44,9	4,7025
27:44,9	4,7079
27:44,9	4,70064
27:44,9	4,70581
27:44,9	4,71069
27:44,9	4,69791
27:44,9	4,69884
27:44,9	4,70767
27:44,9	4,70535
27:45,0	4,70389
27:45,0	4,71575
27:45,0	4,70808
27:45,0	4,70163
27:45,0	4,70889
27:45,0	4,71075
27:45,0	4,70825
27:45,0	4,71191
27:45,0	4,71284
27:45,0	4,7
27:45,0	4,69616
27:45,0	4,69761
27:45,0	4,69064
27:45,0	4,69134
27:45,1	4,70133
27:45,1	4,69756
27:45,1	4,69895
27:45,1	4,70529
27:45,1	4,69895
27:45,1	4,70139
27:45,1	4,71157
27:45,1	4,70866
27:45,1	4,70471
27:45,1	4,71
27:45,1	4,70691
27:45,1	4,70046
27:45,1	4,70535
27:45,1	4,70843
27:45,1	4,70657
27:45,2	4,7093
27:45,2	4,71401
27:45,2	4,70569
27:45,2	4,70511
27:45,2	4,71639
27:45,2	4,71058
27:45,2	4,71255
27:45,2	4,72209
27:45,2	4,7222
27:45,2	4,70912
27:45,2	4,71691
27:45,2	4,71488
27:45,2	4,70639
27:45,2	4,71308
27:45,3	4,7254
27:45,3	4,71226
27:45,3	4,71459
27:45,3	4,72098
27:45,3	4,71837
27:45,3	4,71459
27:45,3	4,71988
27:45,3	4,72325
27:45,3	4,72435
27:45,3	4,73261
27:45,3	4,72738
27:45,3	4,72162
27:45,3	4,73197
27:45,3	4,72052
27:45,3	4,71162
27:45,4	4,71994
27:45,4	4,72052
27:45,4	4,70959
27:45,4	4,72069
27:45,4	4,72604
27:45,4	4,71872
27:45,4	4,71366
27:45,4	4,72284
27:45,4	4,7147
27:45,4	4,71255
27:45,4	4,72092
27:45,4	4,72325
27:45,4	4,72005
27:45,4	4,72906
27:45,4	4,73168
27:45,5	4,7236
27:45,5	4,72871
27:45,5	4,72831
27:45,5	4,71819
27:45,5	4,72598
27:45,5	4,72104
27:45,5	4,71401
27:45,5	4,71325
27:45,5	4,72063
27:45,5	4,71354
27:45,5	4,71546
27:45,5	4,72354
27:45,5	4,72273
27:45,5	4,7197
27:45,6	4,72342
27:45,6	4,72738
27:45,6	4,72342
27:45,6	4,72017
27:45,6	4,72941
27:45,6	4,72424
27:45,6	4,72232
27:45,6	4,72935
27:45,6	4,7329
27:45,6	4,71976
27:45,6	4,724
27:45,6	4,72046
27:45,6	4,7168
27:45,6	4,71947
27:45,6	4,72482
27:45,7	4,72197
27:45,7	4,72348
27:45,7	4,73662
27:45,7	4,73371
27:45,7	4,73336
27:45,7	4,74284
27:45,7	4,7404
27:45,7	4,73551
27:45,7	4,74261
27:45,7	4,74028
27:45,7	4,7354
27:45,7	4,73964
27:45,7	4,73813
27:45,7	4,73133
27:45,8	4,73092
27:45,8	4,73191
27:45,8	4,72732
27:45,8	4,729
27:45,8	4,73825
27:45,8	4,73418
27:45,8	4,73365
27:45,8	4,73522
27:45,8	4,73389
27:45,8	4,729
27:45,8	4,74359
27:45,8	4,74139
27:45,8	4,7365
27:45,8	4,74836
27:45,8	4,74627
27:45,9	4,73749
27:45,9	4,74011
27:45,9	4,74371
27:45,9	4,73319
27:45,9	4,7286
27:45,9	4,73487
27:45,9	4,73086
27:45,9	4,73121
27:45,9	4,74016
27:45,9	4,73906
27:45,9	4,73918
27:45,9	4,74319
27:45,9	4,74464
27:45,9	4,74551
27:45,9	4,7501
27:46,0	4,75127
27:46,0	4,74499
27:46,0	4,74429
27:46,0	4,7497
27:46,0	4,74836
27:46,0	4,7465
27:46,0	4,75475
27:46,0	4,75138
27:46,0	4,74627
27:46,0	4,7504
27:46,0	4,74784
27:46,0	4,74487
27:46,0	4,75226
27:46,0	4,75191
27:46,1	4,74784
27:46,1	4,74952
27:46,1	4,74423
27:46,1	4,7361
27:46,1	4,73627
27:46,1	4,74168
27:46,1	4,7365
27:46,1	4,74168
27:46,1	4,74388
27:46,1	4,74226
27:46,1	4,73941
27:46,1	4,74883
27:46,1	4,7465
27:46,1	4,74952
27:46,1	4,75156
27:46,2	4,75522
27:46,2	4,74662
27:46,2	4,74894
27:46,2	4,75324
27:46,2	4,75115
27:46,2	4,7465
27:46,2	4,75458
27:46,2	4,75487
27:46,2	4,75255
27:46,2	4,75772
27:46,2	4,75545
27:46,2	4,74755
27:46,2	4,75423
27:46,2	4,75324
27:46,3	4,74865
27:46,3	4,7551
27:46,3	4,7576
27:46,3	4,75057
27:46,3	4,74929
27:46,3	4,75156
27:46,3	4,744
27:46,3	4,74976
27:46,3	4,75975
27:46,3	4,75644
27:46,3	4,76034
27:46,3	4,76685
27:46,3	4,76196
27:46,3	4,75156
27:46,3	4,76411
27:46,4	4,76388
27:46,4	4,75243
27:46,4	4,76469
27:46,4	4,76464
27:46,4	4,75359
27:46,4	4,75528
27:46,4	4,75853
27:46,4	4,75766
27:46,4	4,76185
27:46,4	4,76911
27:46,4	4,76435
27:46,4	4,76185
27:46,4	4,7622
27:46,4	4,76097
27:46,4	4,76016
27:46,5	4,76481
27:46,5	4,76423
27:46,5	4,75894
27:46,5	4,76824
27:46,5	4,76673
27:46,5	4,75836
27:46,5	4,76138
27:46,5	4,76469
27:46,5	4,75778
27:46,5	4,75667
27:46,5	4,76435
27:46,5	4,75865
27:46,5	4,76103
27:46,5	4,77609
27:46,6	4,76754
27:46,6	4,76342
27:46,6	4,77097
27:46,6	4,76638
27:46,6	4,75615
27:46,6	4,75824
27:46,6	4,76876
27:46,6	4,76086
27:46,6	4,76696
27:46,6	4,77161
27:46,6	4,76725
27:46,6	4,76568
27:46,6	4,77161
27:46,6	4,77022
27:46,6	4,76673
27:46,7	4,77109
27:46,7	4,77173
27:46,7	4,76737
27:46,7	4,77463
27:46,7	4,77225
27:46,7	4,76353
27:46,7	4,76737
27:46,7	4,77167
27:46,7	4,7644
27:46,7	4,76208
27:46,7	4,76923
27:46,7	4,76708
27:46,7	4,7644
27:46,7	4,77318
27:46,7	4,7719
27:46,8	4,76156
27:46,8	4,76685
27:46,8	4,7665
27:46,8	4,75999
27:46,8	4,77109
27:46,8	4,78138
27:46,8	4,77609
27:46,8	4,78504
27:46,8	4,79271
27:46,8	4,78318
27:46,8	4,78777
27:46,8	4,78707
27:46,8	4,78283
27:46,8	4,77899
27:46,9	4,78562
27:46,9	4,78208
27:46,9	4,77783
27:46,9	4,77684
27:46,9	4,774
27:46,9	4,76626
27:46,9	4,76725
27:46,9	4,77272
27:46,9	4,77039
27:46,9	4,77754
27:46,9	4,78882
27:46,9	4,78225
27:46,9	4,78388
27:46,9	4,79097
27:46,9	4,78574
27:47,0	4,7708
27:47,0	4,77586
27:47,0	4,77411
27:47,0	4,76876
27:47,0	4,77051
27:47,0	4,77806
27:47,0	4,77336
27:47,0	4,77789
27:47,0	4,78301
27:47,0	4,7812
27:47,0	4,78766
27:47,0	4,79045
27:47,0	4,7858
27:47,0	4,78318
27:47,1	4,78789
27:47,1	4,78219
27:47,1	4,77836
27:47,1	4,78504
27:47,1	4,78434
27:47,1	4,78149
27:47,1	4,79225
27:47,1	4,79091
27:47,1	4,78818
27:47,1	4,79254
27:47,1	4,79696
27:47,1	4,78766
27:47,1	4,78952
27:47,1	4,79068
27:47,1	4,78841
27:47,2	4,78085
27:47,2	4,78585
27:47,2	4,77963
27:47,2	4,7751
27:47,2	4,77853
27:47,2	4,78068
27:47,2	4,7708
27:47,2	4,78318
27:47,2	4,78992
27:47,2	4,7808
27:47,2	4,78149
27:47,2	4,79103
27:47,2	4,78992
27:47,2	4,78091
27:47,3	4,78434
27:47,3	4,78533
27:47,3	4,77894
27:47,3	4,78074
27:47,3	4,7851
27:47,3	4,79039
27:47,3	4,79126
27:47,3	4,79661
27:47,3	4,79167
27:47,3	4,78771
27:47,3	4,79178
27:47,3	4,78492
27:47,3	4,77917
27:47,3	4,78673
27:47,3	4,79138
27:47,4	4,78498
27:47,4	4,79114
27:47,4	4,80073
27:47,4	4,79481
27:47,4	4,79236
27:47,4	4,80085
27:47,4	4,79643
27:47,4	4,79079
27:47,4	4,80039
27:47,4	4,80103
27:47,4	4,79597
27:47,4	4,79899
27:47,4	4,80254
27:47,4	4,80079
27:47,5	4,79876
27:47,5	4,80259
27:47,5	4,7969
27:47,5	4,79847
27:47,5	4,80294
27:47,5	4,79917
27:47,5	4,79213
27:47,5	4,80277
27:47,5	4,80196
27:47,5	4,79876
27:47,5	4,80097
27:47,5	4,7976
27:47,5	4,78864
27:47,5	4,79074
27:47,5	4,79231
27:47,6	4,79132
27:47,6	4,80056
27:47,6	4,80143
27:47,6	4,79975
27:47,6	4,79754
27:47,6	4,80637
27:47,6	4,80318
27:47,6	4,80265
27:47,6	4,8137
27:47,6	4,81736
27:47,6	4,8137
27:47,6	4,8137
27:47,6	4,81451
27:47,6	4,8073
27:47,7	4,80748
27:47,7	4,80881
27:47,7	4,80498
27:47,7	4,80166
27:47,7	4,80643
27:47,7	4,80899
27:47,7	4,79539
27:47,7	4,7976
27:47,7	4,80713
27:47,7	4,80329
27:47,7	4,79481
27:47,7	4,79603
27:47,7	4,80137
27:47,7	4,79347
27:47,7	4,79248
27:47,8	4,80137
27:47,8	4,79643
27:47,8	4,80318
27:47,8	4,80928
27:47,8	4,80823
27:47,8	4,80562
27:47,8	4,81242
27:47,8	4,80986
27:47,8	4,80539
27:47,8	4,81469
27:47,8	4,8173
27:47,8	4,81073
27:47,8	4,81416
27:47,8	4,818
27:47,9	4,81416
27:47,9	4,8116
27:47,9	4,81782
27:47,9	4,81434
27:47,9	4,80986
27:47,9	4,80998
27:47,9	4,8087
27:47,9	4,80329
27:47,9	4,80666
27:47,9	4,81277
27:47,9	4,81044
27:47,9	4,81317
27:47,9	4,8187
27:47,9	4,82154
27:48,0	4,81521
27:48,0	4,81608
27:48,0	4,8112
27:48,0	4,80196
27:48,0	4,80736
27:48,0	4,80632
27:48,0	4,80411
27:48,0	4,80678
27:48,0	4,81434
27:48,0	4,80957
27:48,0	4,80701
27:48,0	4,81533
27:48,0	4,81352
27:48,0	4,81823
27:48,0	4,82922
27:48,1	4,83317
27:48,1	4,82556
27:48,1	4,8266
27:48,1	4,83108
27:48,1	4,81626
27:48,1	4,81294
27:48,1	4,82375
27:48,1	4,8216
27:48,1	4,81451
27:48,1	4,82335
27:48,1	4,82032
27:48,1	4,80858
27:48,1	4,81341
27:48,1	4,82375
27:48,2	4,81614
27:48,2	4,8216
27:48,2	4,83009
27:48,2	4,82573
27:48,2	4,82044
27:48,2	4,82672
27:48,2	4,82067
27:48,2	4,81556
27:48,2	4,82172
27:48,2	4,82602
27:48,2	4,81945
27:48,2	4,8323
27:48,2	4,8373
27:48,2	4,83114
27:48,2	4,83102
27:48,3	4,84206
27:48,3	4,83311
27:48,3	4,83189
27:48,3	4,84102
27:48,3	4,83614
27:48,3	4,82608
27:48,3	4,83236
27:48,3	4,83404
27:48,3	4,82585
27:48,3	4,83538
27:48,3	4,83718
27:48,3	4,83451
27:48,3	4,83265
27:48,3	4,83532
27:48,4	4,82404
27:48,4	4,82521
27:48,4	4,82573
27:48,4	4,8266
27:48,4	4,82137
27:48,4	4,82928
27:48,4	4,83224
27:48,4	4,82951
27:48,4	4,8323
27:48,4	4,84416
27:48,4	4,84009
27:48,4	4,83503
27:48,4	4,83974
27:48,4	4,83648
27:48,4	4,83079
27:48,5	4,83509
27:48,5	4,84224
27:48,5	4,83358
27:48,5	4,83701
27:48,5	4,83875
27:48,5	4,83457
27:48,5	4,82916
27:48,5	4,82974
27:48,5	4,82992
27:48,5	4,83044
27:48,5	4,83736
27:48,5	4,838
27:48,5	4,8323
27:48,5	4,84177
27:48,6	4,8423
27:48,6	4,83893
27:48,6	4,84974
27:48,6	4,85375
27:48,6	4,84863
27:48,6	4,85049
27:48,6	4,85427
27:48,6	4,84311
27:48,6	4,8441
27:48,6	4,8473
27:48,6	4,84416
27:48,6	4,83869
27:48,6	4,84724
27:48,6	4,84584
27:48,6	4,84247
27:48,7	4,84997
27:48,7	4,85416
27:48,7	4,84317
27:48,7	4,84317
27:48,7	4,84898
27:48,7	4,84241
27:48,7	4,83939
27:48,7	4,85288
27:48,7	4,85398
27:48,7	4,84817
27:48,7	4,85276
27:48,7	4,85421
27:48,7	4,83962
27:48,7	4,84451
27:48,8	4,84945
27:48,8	4,83927
27:48,8	4,84032
27:48,8	4,85311
27:48,8	4,84119
27:48,8	4,84079
27:48,8	4,85171
27:48,8	4,85264
27:48,8	4,84637
27:48,8	4,85561
27:48,8	4,85944
27:48,8	4,8509
27:48,8	4,8541
27:48,8	4,86241
27:48,8	4,85881
27:48,9	4,85195
27:48,9	4,85834
27:48,9	4,85357
27:48,9	4,84677
27:48,9	4,85218
27:48,9	4,85578
27:48,9	4,85148
27:48,9	4,8616
27:48,9	4,86444
27:48,9	4,85997
27:48,9	4,85881
27:48,9	4,86369
27:48,9	4,85526
27:48,9	4,84671
27:49,0	4,85264
27:49,0	4,85381
27:49,0	4,84352
27:49,0	4,85793
27:49,0	4,86253
27:49,0	4,85433
27:49,0	4,85485
27:49,0	4,85596
27:49,0	4,85009
27:49,0	4,84718
27:49,0	4,85671
27:49,0	4,85683
27:49,0	4,86212
27:49,0	4,86909
27:49,0	4,86915
27:49,1	4,86258
27:49,1	4,86845
27:49,1	4,86584
27:49,1	4,8541
27:49,1	4,85822
27:49,1	4,86619
27:49,1	4,86113
27:49,1	4,86043
27:49,1	4,87206
27:49,1	4,87026
27:49,1	4,86491
27:49,1	4,86421
27:49,1	4,86892
27:49,1	4,86253
27:49,2	4,86822
27:49,2	4,87072
27:49,2	4,86875
27:49,2	4,86904
27:49,2	4,87328
27:49,2	4,86805
27:49,2	4,86433
27:49,2	4,86892
27:49,2	4,86718
27:49,2	4,85642
27:49,2	4,86491
27:49,2	4,86584
27:49,2	4,8641
27:49,2	4,87049
27:49,2	4,87985
27:49,3	4,86811
27:49,3	4,87427
27:49,3	4,88107
27:49,3	4,87671
27:49,3	4,87636
27:49,3	4,88299
27:49,3	4,88235
27:49,3	4,86973
27:49,3	4,8727
27:49,3	4,87369
27:49,3	4,87194
27:49,3	4,87113
27:49,3	4,88275
27:49,3	4,87415
27:49,4	4,87322
27:49,4	4,88066
27:49,4	4,86671
27:49,4	4,85689
27:49,4	4,85875
27:49,4	4,85886
27:49,4	4,8502
27:49,4	4,86212
27:49,4	4,86944
27:49,4	4,86689
27:49,4	4,87194
27:49,4	4,87828
27:49,4	4,87206
27:49,4	4,86915
27:49,4	4,87805
27:49,5	4,87991
27:49,5	4,87055
27:49,5	4,87869
27:49,5	4,88072
27:49,5	4,872
27:49,5	4,86816
27:49,5	4,87555
27:49,5	4,87409
27:49,5	4,86962
27:49,5	4,88252
27:49,5	4,88711
27:49,5	4,88258
27:49,5	4,8881
27:49,5	4,8899
27:49,6	4,88293
27:49,6	4,88525
27:49,6	4,89031
27:49,6	4,88491
27:49,6	4,88496
27:49,6	4,89397
27:49,6	4,88636
27:49,6	4,88374
27:49,6	4,89415
27:49,6	4,8913
27:49,6	4,88287
27:49,6	4,88764
27:49,6	4,89043
27:49,6	4,88287
27:49,6	4,8813
27:49,7	4,89182
27:49,7	4,88153
27:49,7	4,88647
27:49,7	4,88514
27:49,7	4,88386
27:49,7	4,87642
27:49,7	4,89496
27:49,7	4,89136
27:49,7	4,88909
27:49,7	4,89979
27:49,7	4,9024
27:49,7	4,89153
27:49,7	4,89822
27:49,7	4,90188
27:49,8	4,89112
27:49,8	4,89409
27:49,8	4,89857
27:49,8	4,88886
27:49,8	4,88851
27:49,8	4,89868
27:49,8	4,87578
27:49,8	4,87601
27:49,8	4,88305
27:49,8	4,87991
27:49,8	4,87258
27:49,8	4,88258
27:49,8	4,8802
27:49,8	4,87287
27:49,8	4,87316
27:49,9	4,8781
27:49,9	4,87938
27:49,9	4,89159
27:49,9	4,89694
27:49,9	4,89636
27:49,9	4,89775
27:49,9	4,90426
27:49,9	4,89205
27:49,9	4,88479
27:49,9	4,88473
27:49,9	4,88461
27:49,9	4,88072
27:49,9	4,88421
27:49,9	4,89049
27:50,0	4,88421
27:50,0	4,88386
27:50,0	4,88764
27:50,0	4,88549
27:50,0	4,8895
27:50,0	4,90217
27:50,0	4,89769
27:50,0	4,89374
27:50,0	4,8999
27:50,0	4,8995
27:50,0	4,89589
27:50,0	4,89723
27:50,0	4,90124
27:50,0	4,89019
27:50,0	4,89537
27:50,1	4,89845
27:50,1	4,88764
27:50,1	4,89165
27:50,1	4,90089
27:50,1	4,89857
27:50,1	4,89432
27:50,1	4,90851
27:50,1	4,9092
27:50,1	4,90775
27:50,1	4,91321
27:50,1	4,91292
27:50,1	4,90705
27:50,1	4,90531
27:50,1	4,90914
27:50,2	4,9031
27:50,2	4,90438
27:50,2	4,91083
27:50,2	4,90601
27:50,2	4,90403
27:50,2	4,90845
27:50,2	4,90984
27:50,2	4,90746
27:50,2	4,90635
27:50,2	4,91519
27:50,2	4,90816
27:50,2	4,90699
27:50,2	4,91118
27:50,2	4,9056
27:50,2	4,90473
27:50,3	4,91292
27:50,3	4,90676
27:50,3	4,90304
27:50,3	4,91356
27:50,3	4,91664
27:50,3	4,91007
27:50,3	4,91659
27:50,3	4,91897
27:50,3	4,91164
27:50,3	4,91734
27:50,3	4,91228
27:50,3	4,91223
27:50,3	4,91263
27:50,3	4,92379
27:50,3	4,9092
27:50,4	4,91199
27:50,4	4,91583
27:50,4	4,91362
27:50,4	4,90362
27:50,4	4,91159
27:50,4	4,91298
27:50,4	4,90705
27:50,4	4,90839
27:50,4	4,91211
27:50,4	4,90728
27:50,4	4,90909
27:50,4	4,91821
27:50,4	4,91693
27:50,4	4,91234
27:50,5	4,9174
27:50,5	4,92176
27:50,5	4,90856
27:50,5	4,90269
27:50,5	4,90542
27:50,5	4,90072
27:50,5	4,89403
27:50,5	4,91083
27:50,5	4,91223
27:50,5	4,9117
27:50,5	4,92112
27:50,5	4,92798
27:50,5	4,91885
27:50,5	4,92391
27:50,6	4,92606
27:50,6	4,92013
27:50,6	4,92083
27:50,6	4,92385
27:50,6	4,91949
27:50,6	4,91292
27:50,6	4,91897
27:50,6	4,91292
27:50,6	4,90827
27:50,6	4,91455
27:50,6	4,92042
27:50,6	4,91461
27:50,6	4,92193
27:50,6	4,92618
27:50,6	4,92583
27:50,7	4,92984
27:50,7	4,93385
27:50,7	4,92664
27:50,7	4,92507
27:50,7	4,93001
27:50,7	4,92408
27:50,7	4,92025
27:50,7	4,92746
27:50,7	4,93152
27:50,7	4,92565
27:50,7	4,92786
27:50,7	4,92978
27:50,7	4,92315
27:50,7	4,92112
27:50,8	4,92949
27:50,8	4,91949
27:50,8	4,91839
27:50,8	4,92321
27:50,8	4,92379
27:50,8	4,91676
27:50,8	4,92949
27:50,8	4,92589
27:50,8	4,92298
27:50,8	4,92815
27:50,8	4,9303
27:50,8	4,92519
27:50,8	4,92554
27:50,8	4,9342
27:50,8	4,92577
27:50,9	4,93152
27:50,9	4,93059
27:50,9	4,92292
27:50,9	4,9185
27:50,9	4,92839
27:50,9	4,92455
27:50,9	4,91827
27:50,9	4,92699
27:50,9	4,93513
27:50,9	4,93118
27:50,9	4,93548
27:50,9	4,9421
27:50,9	4,94053
27:50,9	4,93466
27:51,0	4,94024
27:51,0	4,93402
27:51,0	4,93298
27:51,0	4,94007
27:51,0	4,93647
27:51,0	4,93216
27:51,0	4,93623
27:51,0	4,93362
27:51,0	4,92623
27:51,0	4,93118
27:51,0	4,93397
27:51,0	4,92757
27:51,0	4,93251
27:51,0	4,93542
27:51,0	4,92984
27:51,1	4,92955
27:51,1	4,93461
27:51,1	4,92025
27:51,1	4,92403
27:51,1	4,92839
27:51,1	4,9217
27:51,1	4,91641
27:51,1	4,92129
27:51,1	4,9181
27:51,1	4,91722
27:51,1	4,92211
27:51,1	4,93298
27:51,1	4,92879
27:51,1	4,93926
27:51,1	4,94251
27:51,2	4,93414
27:51,2	4,93449
27:51,2	4,94007
27:51,2	4,93187
27:51,2	4,92833
27:51,2	4,93827
27:51,2	4,94263
27:51,2	4,93368
27:51,2	4,94594
27:51,2	4,94786
27:51,2	4,93908
27:51,2	4,94199
27:51,2	4,94362
27:51,2	4,9367
27:51,3	4,94001
27:51,3	4,94704
27:51,3	4,93984
27:51,3	4,93989
27:51,3	4,94803
27:51,3	4,94704
27:51,3	4,93809
27:51,3	4,94588
27:51,3	4,93815
27:51,3	4,93147
27:51,3	4,93083
27:51,3	4,93309
27:51,3	4,9267
27:51,3	4,93315
27:51,3	4,93681
27:51,4	4,92589
27:51,4	4,93856
27:51,4	4,94408
27:51,4	4,94303
27:51,4	4,93908
27:51,4	4,95303
27:51,4	4,93966
27:51,4	4,93745
27:51,4	4,94315
27:51,4	4,94408
27:51,4	4,93228
27:51,4	4,94635
27:51,4	4,94966
27:51,4	4,94763
27:51,4	4,951
27:51,5	4,96007
27:51,5	4,94611
27:51,5	4,94495
27:51,5	4,94693
27:51,5	4,94123
27:51,5	4,93786
27:51,5	4,94966
27:51,5	4,9467
27:51,5	4,94548
27:51,5	4,95222
27:51,5	4,94803
27:51,5	4,94303
27:51,5	4,9521
27:51,5	4,95007
27:51,6	4,94437
27:51,6	4,94617
27:51,6	4,95321
27:51,6	4,94344
27:51,6	4,9442
27:51,6	4,95257
27:51,6	4,95111
27:51,6	4,94716
27:51,6	4,95739
27:51,6	4,95315
27:51,6	4,94745
27:51,6	4,95396
27:51,6	4,95518
27:51,6	4,95047
27:51,6	4,95571
27:51,7	4,961
27:51,7	4,95402
27:51,7	4,95658
27:51,7	4,96082
27:51,7	4,95623
27:51,7	4,95774
27:51,7	4,96198
27:51,7	4,95977
27:51,7	4,9553
27:51,7	4,95507
27:51,7	4,94501
27:51,7	4,94658
27:51,7	4,95385
27:51,7	4,95542
27:51,7	4,9546
27:51,8	4,96094
27:51,8	4,96704
27:51,8	4,95553
27:51,8	4,96065
27:51,8	4,95803
27:51,8	4,94722
27:51,8	4,94861
27:51,8	4,94972
27:51,8	4,94367
27:51,8	4,94768
27:51,8	4,95879
27:51,8	4,96117
27:51,8	4,96437
27:51,8	4,97367
27:51,9	4,96809
27:51,9	4,96257
27:51,9	4,96443
27:51,9	4,96274
27:51,9	4,95774
27:51,9	4,97094
27:51,9	4,97425
27:51,9	4,96704
27:51,9	4,96797
27:51,9	4,96983
27:51,9	4,96524
27:51,9	4,96623
27:51,9	4,97251
27:51,9	4,96704
27:51,9	4,96477
27:52,0	4,97047
27:52,0	4,96518
27:52,0	4,96012
27:52,0	4,96774
27:52,0	4,96448
27:52,0	4,95786
27:52,0	4,96512
27:52,0	4,96896
27:52,0	4,96297
27:52,0	4,96047
27:52,0	4,9671
27:52,0	4,95332
27:52,0	4,95158
27:52,0	4,95768
27:52,1	4,96384
27:52,1	4,95896
27:52,1	4,96594
27:52,1	4,97076
27:52,1	4,96489
27:52,1	4,96425
27:52,1	4,96466
27:52,1	4,95914
27:52,1	4,9603
27:52,1	4,96995
27:52,1	4,97291
27:52,1	4,97541
27:52,1	4,98221
27:52,1	4,98268
27:52,1	4,96867
27:52,2	4,97634
27:52,2	4,97547
27:52,2	4,96902
27:52,2	4,97047
27:52,2	4,98175
27:52,2	4,9746
27:52,2	4,97134
27:52,2	4,98198
27:52,2	4,97634
27:52,2	4,97274
27:52,2	4,98407
27:52,2	4,97913
27:52,2	4,97006
27:52,2	4,97896
27:52,3	4,98279
27:52,3	4,9682
27:52,3	4,97745
27:52,3	4,9825
27:52,3	4,97431
27:52,3	4,97355
27:52,3	4,98611
27:52,3	4,98018
27:52,3	4,97628
27:52,3	4,98233
27:52,3	4,98163
27:52,3	4,97413
27:52,3	4,98657
27:52,3	4,99012
27:52,3	4,9846
27:52,4	4,98983
27:52,4	4,99366
27:52,4	4,97843
27:52,4	4,97768
27:52,4	4,98448
27:52,4	4,97593
27:52,4	4,97872
27:52,4	4,98959
27:52,4	4,98814
27:52,4	4,98239
27:52,4	4,98029
27:52,4	4,98105
27:52,4	4,97158
27:52,4	4,97437
27:52,5	4,98082
27:52,5	4,97611
27:52,5	4,9814
27:52,5	4,99128
27:52,5	4,9925
27:52,5	4,98744
27:52,5	4,99558
27:52,5	4,9918
27:52,5	4,98041
27:52,5	4,99169
27:52,5	4,99326
27:52,5	4,98843
27:52,5	4,99657
27:52,5	5,00802
27:52,5	4,9943
27:52,6	4,99343
27:52,6	5,00023
27:52,6	4,99169
27:52,6	4,9893
27:52,6	4,99645
27:52,6	4,99209
27:52,6	4,98866
27:52,6	5,00227
27:52,6	5,00209
27:52,6	4,99965
27:52,6	5,00721
27:52,6	5,01168
27:52,6	4,99983
27:52,6	5,00465
27:52,7	5,00477
27:52,7	5,00029
27:52,7	5,00058
27:52,7	5,00587
27:52,7	4,99948
27:52,7	4,9968
27:52,7	5,00343
27:52,7	5,00169
27:52,7	4,99366
27:52,7	4,99018
27:52,7	4,99111
27:52,7	4,98558
27:52,7	4,98855
27:52,7	4,99366
27:52,7	4,99058
27:52,8	4,99977
27:52,8	5,00593
27:52,8	5,00017
27:52,8	5,00174
27:52,8	5,00872
27:52,8	5,00174
27:52,8	4,99884
27:52,8	5,00186
27:52,8	4,99721
27:52,8	4,99529
27:52,8	5,00151
27:52,8	5,0036
27:52,8	4,99547
27:52,8	5,00605
27:52,8	5,01
27:52,9	5,0061
27:52,9	5,01058
27:52,9	5,01796
27:52,9	5,0136
27:52,9	5,01151
27:52,9	5,01261
27:52,9	5,00721
27:52,9	5,00413
27:52,9	5,00715
27:52,9	5,00349
27:52,9	5,0011
27:52,9	5,00273
27:52,9	5,00663
27:52,9	5,00238
27:53,0	5,00575
27:53,0	5,01273
27:53,0	5,00541
27:53,0	5,00047
27:53,0	5,00889
27:53,0	5,00907
27:53,0	5,00477
27:53,0	5,01163
27:53,0	5,01773
27:53,0	5,00959
27:53,0	5,01093
27:53,0	5,01453
27:53,0	5,00756
27:53,0	5,0043
27:53,0	5,01035
27:53,1	5,01017
27:53,1	5,00895
27:53,1	5,01575
